#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++
#
# DPW-8/AePW-4 SPECTRAL CONTENT SUBMITTAL FORM (Version 5 - October 16, 2024)
#
# Provide spectral content at x/c=0.45 (Kulite 7)
#
#
#
# Data Set Title XXX.YY: Replace "XXX.YY" in the zone titles with the following information
#                     (Three-Digit Participant ID).(Two-Digit Submission ID)
#                     XXX THREE-DIGIT PARTICIPANT ID: assigned by your working group leaders
#                     YY   TWO-DIGIT  SUBMISSION ID:  (self assigned) label a solver/grid/computational approach
#                     EXAMPLE: 007.02
#
# 
#       NOMENCLATURE:
#               FREQ:   Frequency (Hz)
#          <p(Pa^2)>:   Pressure power spectral content
#                   
#        DEFINITIONS:   CTU --> Convective Time Unit  (Uinf/Cref is 1.00 CTU)
#
#   REFERENCE VALUES: ONERA OAT15A (ONE CELL WIDE)
#                       Planform ref area, A         =  Cref * span (span is grid dependent)
#                       Mean aerodynamic chord, Cref =    230.00 mm
#                       x moment center              =     57.50 mm
#                       y moment center              =      0.00 mm
#                       z moment center              =      0.00 mm
#
#   REFERENCE VALUES: Common Research Model
#                       Planform ref area, A         = 594720.00 inches^2
#                       Mean aerodynamic chord, Cref =    275.80 inches
#                       Full-span length, B          =   2313.50 inches
#                       Semi-span length, BO2        =   1156.75 inches
#                       x moment center              =   1325.90 inches
#                       y moment center              =      0.00 inches
#                       z moment center              =    177.95 inches
#                       Aspect Ratio, AR             =      9.00
#
#   CONFIGURATION:      ONERA OAT15A
#                       CRMWB   (Common Research Model Wing/Body)
#                       CRMWBNP (Common Research Model Wing/Body/Nacelle/Pylon)
#
#
#              NOTES:   1. All numerical data fields can be free-formatted.
#                       2. Please use at least 4 decimal places for coordinate values
#                       3. Please use at least 6 decimal places for coefficient values
#                       4. Only include one grid type, grid size, soln method, turb model, etc per form.
#                       5. Fill fields with value of -999 for data that are not available.
#
#++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++

TITLE = "008.02"
# Column       1       2
VARIABLES =   "FREQ"  "<p(Pa^2)>"

#---------------------------------------------------
#   PARTICIPANT, GRID, AND SOLVER INFORMATION
#---------------------------------------------------
DATASETAUXDATA ParticipantID   = "008"
43759.55332913024      2.5417572316788246
43772.8218413586      2.5417559854322924
43786.09035358696      2.541751617515391
43799.35886581532      2.541753248660239
43812.627378043675      2.541756313501829
43825.89589027204      2.5417527643072173
43839.1644025004      2.541754637939826
43852.43291472876      2.5417577146334405
43865.701426957115      2.541754454385093
43878.969939185474      2.541755594875374
43892.23845141384      2.541755810453872
43905.5069636422      2.5417575586602394
43918.775475870556      2.5417573815829653
43932.043988098914      2.541752484744033
43945.31250032727      2.541755112339497
43958.58101255563      2.541754588515351
43971.849524784      2.5417563195365527
43985.118037012355      2.5417608221948904
43998.38654924071      2.5417589560915275
44011.65506146907      2.541755545332558
44024.92357369743      2.541755552410181
44038.192085925795      2.541755791061844
44051.46059815415      2.5417532417027284
44064.72911038251      2.5417485955748718
44077.99762261087      2.5417522404295756
44091.26613483923      2.5417558505987095
44104.534647067594      2.5417565578097068
44117.80315929595      2.5417560844528526
44131.07167152431      2.5417576901370684
44144.34018375267      2.541752557341588
44157.60869598103      2.5417503171694515
44170.87720820939      2.5417554560696747
44184.14572043775      2.541754787034232
44197.41423266611      2.5417494405112344
44210.68274489447      2.5417549691388452
44223.951257122826      2.5417561894387295
44237.219769351184      2.5417592594034955
44250.48828157955      2.54175637489844
44263.75679380791      2.541750873080456
44277.02530603627      2.5417576322248028
44290.293818264625      2.5417546622021083
44303.56233049298      2.541756261823027
44316.83084272135      2.5417581043580557
44330.09935494971      2.5417555541983265
44343.367867178065      2.5417559823927083
44356.636379406424      2.541753649170057
44369.90489163478      2.5417521624543364
44383.17340386315      2.5417492739726875
44396.441916091506      2.5417581801811897
44409.710428319864      2.541751801700094
44422.97894054822      2.54175697145321
44436.24745277658      2.541756339051575
44449.51596500494      2.5417515132081245
44462.784477233305      2.541761096184306
44476.05298946166      2.5417579529484042
44489.32150169002      2.5417544621834796
44502.59001391838      2.5417573616799474
44515.85852614674      2.541754712810588
44529.1270383751      2.5417561015619214
44542.39555060346      2.5417607200137304
44555.66406283182      2.541752544071796
44568.93257506018      2.5417601494460835
44582.20108728854      2.541756875546784
44595.4695995169      2.5417547707946553
44608.73811174526      2.5417529952315636
44622.00662397362      2.541754613583052
44635.27513620198      2.541757520400566
44648.543648430335      2.5417539616423808
44661.8121606587      2.5417582851416993
44675.08067288706      2.541751972285427
44688.34918511542      2.5417540831439287
44701.617697343776      2.54175804747625
44714.886209572134      2.541758321631815
44728.15472180049      2.5417559387556126
44741.42323402886      2.541754235888176
44754.69174625722      2.541753404640798
44767.960258485575      2.541758023448283
44781.22877071393      2.5417565070941075
44794.49728294229      2.541756054779039
44807.76579517066      2.541754780821983
44821.034307399015      2.541755946431954
44834.30281962737      2.5417549918467413
44847.57133185573      2.541758095126584
44860.83984408409      2.541755010317966
44874.108356312456      2.541754761529356
44887.376868540814      2.5417591498511602
44900.64538076917      2.5417550049244166
44913.91389299753      2.5417571827131162
44927.18240522589      2.541757285480748
44940.450917454255      2.5417513638664944
44953.71942968261      2.541759699808573
44966.98794191097      2.5417574979890145
44980.25645413933      2.541754066334171
44993.52496636769      2.5417567658451823
45006.793478596046      2.5417496907887167
45020.06199082441      2.5417521134087546
45033.33050305277      2.5417571759169135
45046.59901528113      2.541760603721397
45059.86752750949      2.5417548066308444
45073.136039737845      2.541753581487395
45086.40455196621      2.5417571835954558
45099.67306419457      2.541751902088294
45112.94157642293      2.5417553212475235
45126.210088651285      2.5417564097255307
45139.47860087964      2.5417553511070934
45152.74711310801      2.5417566525364474
45166.01562533637      2.541756192437507
45179.284137564726      2.5417521823296894
45192.552649793084      2.5417550900352666
45205.82116202144      2.5417546397662
45219.0896742498      2.5417577664607065
45232.358186478166      2.541755365960457
45245.626698706525      2.541757517963148
45258.89521093488      2.5417564063339046
45272.16372316324      2.5417559104175997
45285.4322353916      2.541755974951657
45298.700747619965      2.5417555249517254
45311.96925984832      2.5417529534788517
45325.23777207668      2.5417528728982584
45338.50628430504      2.54175863839794
45351.7747965334      2.5417543667942666
45365.043308761764      2.541756581439488
45378.31182099012      2.5417552478402627
45391.58033321848      2.5417573319124056
45404.84884544684      2.541755314166884
45418.1173576752      2.541753835098262
45431.38586990356      2.5417529790748596
45444.65438213192      2.541754520763332
45457.92289436028      2.5417587219688187
45471.19140658864      2.5417513649429035
45484.459918816996      2.5417567006853306
45497.728431045354      2.5417544247708075
45510.99694327372      2.54175350580143
45524.26545550208      2.541757508643579
45537.53396773044      2.5417593281974935
45550.802479958795      2.541751452909202
45564.07099218715      2.5417553595699376
45577.33950441552      2.541756771308538
45590.60801664388      2.5417557380522786
45603.876528872235      2.541757186094844
45617.14504110059      2.541757351066422
45630.41355332895      2.54175352495906
45643.68206555732      2.5417534586291453
45656.950577785676      2.5417547334903072
45670.219090014034      2.5417545160940005
45683.48760224239      2.541758379623935
45696.75611447075      2.541756103657346
45710.024626699116      2.5417557805754583
45723.293138927475      2.5417583146183733
45736.56165115583      2.5417518106407666
45749.83016338419      2.5417517930645293
45763.09867561255      2.5417525176112896
45776.36718784091      2.5417575900856133
45789.63570006927      2.5417547973646903
45802.90421229763      2.541756937644892
45816.17272452599      2.5417529524207647
45829.44123675435      2.541758808118116
45842.70974898271      2.5417537279956353
45855.97826121107      2.5417582442618696
45869.24677343943      2.5417526731818505
45882.51528566779      2.541754464433653
45895.78379789615      2.5417566856789087
45909.052310124505      2.541760023098801
45922.32082235287      2.5417522191801583
45935.58933458123      2.5417556072163854
45948.85784680959      2.5417513373325855
45962.126359037946      2.541748212589034
45975.394871266304      2.541756274099909
45988.66338349466      2.541751903498611
46001.93189572303      2.5417516140000216
46015.200407951386      2.5417573130432167
46028.468920179745      2.541751522892848
46041.7374324081      2.5417509036465806
46055.00594463646      2.5417579592622452
46068.27445686483      2.541754413884805
46081.542969093185      2.541754440470066
46094.81148132154      2.541757668114684
46108.0799935499      2.541754611804543
46121.34850577826      2.5417551442818054
46134.617018006626      2.5417563566984867
46147.885530234984      2.541751424129276
46161.15404246334      2.541757909471096
46174.4225546917      2.5417550933751842
46187.69106692006      2.541753359286376
46200.959579148424      2.541750614164414
46214.22809137678      2.54175310710114
46227.49660360514      2.5417544369438234
46240.7651158335      2.5417548492922912
46254.03362806186      2.541758953098777
46267.302140290216      2.5417534133867967
46280.57065251858      2.541756144220902
46293.83916474694      2.5417543232873263
46307.1076769753      2.541750148698028
46320.37618920366      2.5417620774858047
46333.644701432015      2.541756521380268
46346.91321366038      2.541752116146335
46360.18172588874      2.541757694731503
46373.4502381171      2.541759650457951
46386.718750345455      2.5417518981380938
46399.98726257381      2.5417535245759755
46413.25577480218      2.54176081211075
46426.52428703054      2.5417528770071627
46439.792799258896      2.541759625010641
46453.061311487254      2.5417564227209146
46466.32982371561      2.5417573141174516
46479.59833594398      2.541755676510281
46492.866848172336      2.5417556511688697
46506.135360400694      2.5417561573694383
46519.40387262905      2.541754336447179
46532.67238485741      2.5417573980339943
46545.94089708577      2.5417540697025225
46559.209409314135      2.541755543917594
46572.47792154249      2.5417534134756834
46585.74643377085      2.54175622272165
46599.01494599921      2.5417549443063914
46612.28345822757      2.541754776057628
46625.551970455934      2.5417545461753246
46638.82048268429      2.541753215656711
46652.08899491265      2.5417591064150438
46665.35750714101      2.5417530376821404
46678.62601936937      2.5417523980897307
46691.89453159773      2.54175899055794
46705.16304382609      2.5417574134510303
46718.43155605445      2.541757356775942
46731.70006828281      2.541754206341918
46744.968580511166      2.5417535018072224
46758.237092739524      2.5417516817001515
46771.50560496789      2.541750322012462
46784.77411719625      2.5417502825015816
46798.042629424606      2.541755745885182
46811.311141652965      2.5417588217898603
46824.57965388132      2.5417556908286967
46837.84816610969      2.5417552383049666
46851.11667833805      2.5417456439780888
46864.385190566405      2.5417514738410887
46877.65370279476      2.541756500238964
46890.92221502312      2.5417525281948152
46904.19072725149      2.541754466179211
46917.459239479846      2.5417604845280386
46930.727751708204      2.5417624285116096
46943.99626393656      2.5417557032406943
46957.26477616492      2.5417594574786055
46970.533288393286      2.5417523408850156
46983.801800621644      2.541755697234459
46997.07031285      2.541754303614107
47010.33882507836      2.5417577686367783
47023.60733730672      2.541756124565572
47036.87584953508      2.541752346483824
47050.14436176344      2.541756142336009
47063.4128739918      2.541759316973755
47076.68138622016      2.54175637035713
47089.94989844852      2.541757009626396
47103.21841067688      2.541759442141325
47116.48692290524      2.541754064865976
47129.7554351336      2.5417582133236216
47143.02394736196      2.5417538384070664
47156.29245959032      2.5417555259881626
47169.560971818675      2.5417527880564794
47182.82948404704      2.5417546703349987
47196.0979962754      2.5417542396150576
47209.36650850376      2.5417497024516544
47222.635020732116      2.541758948233994
47235.903532960474      2.541751364996496
47249.17204518884      2.5417550771763637
47262.4405574172      2.541759575821972
47275.709069645556      2.541752413676976
47288.977581873914      2.54175166039958
47302.24609410227      2.541759286287791
47315.51460633063      2.541757617511695
47328.783118559      2.541756852226702
47342.051630787355      2.5417558500668487
47355.32014301571      2.5417586689249982
47368.58865524407      2.541754146657751
47381.85716747243      2.5417524922840817
47395.125679700795      2.5417595562857085
47408.394191929154      2.5417560379669593
47421.66270415751      2.5417516199678234
47434.93121638587      2.541753011485689
47448.19972861423      2.5417547425495974
47461.468240842594      2.541751902225545
47474.73675307095      2.5417540277951574
47488.00526529931      2.5417540035096473
47501.27377752767      2.5417599466764336
47514.54228975603      2.5417548511687054
47527.810801984386      2.5417545878835233
47541.07931421275      2.541756881538819
47554.34782644111      2.5417552514212916
47567.61633866947      2.541755914139662
47580.884850897826      2.541759031145141
47594.153363126185      2.5417548149918874
47607.42187535455      2.5417589143537778
47620.69038758291      2.5417518735776357
47633.95889981127      2.5417556864187114
47647.227412039625      2.5417531181945927
47660.49592426798      2.541756258880763
47673.76443649635      2.5417564743315824
47687.03294872471      2.5417543103999996
47700.301460953066      2.541757691437262
47713.569973181424      2.5417590811509694
47726.83848540978      2.5417523545624134
47740.10699763815      2.5417554731403595
47753.375509866506      2.5417529936533207
47766.644022094864      2.5417577740271287
